Brand,Image,Link,Price,Condition,Mileage,Engine,Transmission,Body Type,Location
Honda,https://www.oto.my/upload/image/2024/07/06/235475/s4-143257387.jpg,/car-for-sale/235475/used-2022-honda-city-e-johor/,"RM 80,900",Used,"45,000 - 49,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/06/235469/s4-140658464.jpg,/car-for-sale/235469/used-2021-honda-city-v-johor/,"RM 76,900",Used,"90,000 - 94,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/05/235463/s4-141653229.jpg,/car-for-sale/235463/used-2019-honda-jazz-s-johor/,"RM 62,900",Used,"90,000 - 94,999 km",1.5L,Automatic,Hatchback,Johor
Honda,https://www.oto.my/upload/image/2024/07/05/235458/s4-143086375.jpg,/car-for-sale/235458/used-2019-honda-jazz-e-selangor/,"RM 69,900",Used,"90,000 - 94,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/07/05/235456/s4-143352639.jpg,/car-for-sale/235456/used-2018-honda-cr-v-tc-p-2wd-selangor/,"RM 106,900",Used,"95,000 - 99,999 km",1.5L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/05/235452/s4-143213912.jpg,/car-for-sale/235452/used-2018-honda-civic-i-vtec-pulau-pinang/,"RM 85,900",Used,"30,000 - 34,999 km",1.8L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/05/235450/s4-143196265.jpg,/car-for-sale/235450/used-2022-honda-city-i-vtec-e-selangor/,"RM 80,900",Used,"35,000 - 39,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/04/235427/s4-142688400.jpg,/car-for-sale/235427/used-2020-honda-civic-tc-p-selangor/,"RM 115,900",Used,"70,000 - 74,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/04/235426/s4-142794094.jpg,/car-for-sale/235426/used-2021-honda-jazz-e-selangor/,"RM 75,900",Used,"25,000 - 29,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/07/03/235419/s4-141129812.jpg,/car-for-sale/235419/used-2020-honda-jazz-e-johor/,"RM 75,900",Used,"70,000 - 74,999 km",1.5L,Automatic,Hatchback,Johor
Honda,https://www.oto.my/upload/image/2024/07/03/235406/s4-143149683.jpg,/car-for-sale/235406/used-2019-honda-city-e-negeri-sembilan/,"RM 67,900",Used,"80,000 - 84,999 km",1.5L,Automatic,Sedan,Negeri Sembilan
Honda,https://www.oto.my/upload/image/2024/07/03/235399/s4-142772288.jpg,/car-for-sale/235399/used-2022-honda-civic-v-selangor/,"RM 128,900",Used,"40,000 - 44,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/02/235376/s4-141710059.jpg,/car-for-sale/235376/used-2020-honda-civic-s-johor/,"RM 90,900",Used,"90,000 - 94,999 km",1.8L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/01/235349/s4-128042968.jpg,/car-for-sale/235349/used-2017-honda-civic-i-vtec-selangor/,"RM 77,800",Used,"85,000 - 89,999 km",1.8L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/29/235343/s4-139623437.jpg,/car-for-sale/235343/used-2019-honda-civic-tc-p-selangor/,"RM 102,900",Used,"85,000 - 89,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/29/235339/s4-141768110.jpg,/car-for-sale/235339/used-2018-honda-cr-v-tc-p-2wd-selangor/,"RM 106,900",Used,"95,000 - 99,999 km",1.5L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/06/29/235338/s4-141489577.jpg,/car-for-sale/235338/used-2022-honda-city-i-vtec-e-selangor/,"RM 80,900",Used,"40,000 - 44,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/29/235337/s4-141702319.jpg,/car-for-sale/235337/used-2021-honda-city-hybrid-selangor/,"RM 85,900",Used,"45,000 - 49,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/28/235318/s4-141870726.jpg,/car-for-sale/235318/used-2020-honda-accord-tc-negeri-sembilan/,"RM 139,900",Used,"55,000 - 59,999 km",1.5L,Automatic,Sedan,Negeri Sembilan
Honda,https://www.oto.my/upload/image/2024/06/27/235306/s4-141339323.jpg,/car-for-sale/235306/used-2021-honda-cr-v-2wd-selangor/,"RM 125,900",Used,"60,000 - 64,999 km",2.0L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/06/27/235305/s4-141390904.jpg,/car-for-sale/235305/used-2020-honda-city-v-selangor/,"RM 74,900",Used,"90,000 - 94,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/26/235277/s4-140643617.jpg,/car-for-sale/235277/used-2021-honda-br-v-v-selangor/,"RM 74,900",Used,"65,000 - 69,999 km",1.5L,Automatic,MPV,Selangor
Honda,https://www.oto.my/upload/image/2024/06/25/235260/s4-139689263.jpg,/car-for-sale/235260/used-2020-honda-jazz-e-selangor/,"RM 77,900",Used,"85,000 - 89,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/06/24/235252/s4-140338016.jpg,/car-for-sale/235252/used-2021-honda-br-v-v-selangor/,"RM 74,900",Used,"55,000 - 59,999 km",1.5L,Automatic,MPV,Selangor
Honda,https://www.oto.my/upload/image/2024/06/22/235230/s4-137798143.jpg,/car-for-sale/235230/used-2021-honda-civic-tc-selangor/,"RM 115,900",Used,"60,000 - 64,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/22/235221/s4-139826523.jpg,/car-for-sale/235221/used-2016-honda-civic-i-vtec-pulau-pinang/,"RM 76,900",Used,"40,000 - 44,999 km",1.8L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/06/21/235200/s4-139511484.jpg,/car-for-sale/235200/used-2021-honda-civic-s-pulau-pinang/,"RM 100,900",Used,"75,000 - 79,999 km",1.8L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/06/20/235170/s4-139486024.jpg,/car-for-sale/235170/used-2021-honda-civic-s-johor/,"RM 102,900",Used,"20,000 - 24,999 km",1.8L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/06/20/235156/s4-138984452.jpg,/car-for-sale/235156/used-2019-honda-civic-s-selangor/,"RM 89,900",Used,"65,000 - 69,999 km",1.8L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/20/235153/s4-139118817.jpg,/car-for-sale/235153/used-2020-honda-br-v-v-selangor/,"RM 72,900",Used,"80,000 - 84,999 km",1.5L,Automatic,MPV,Selangor
Honda,https://www.oto.my/upload/image/2024/06/19/235137/s4-139288476.jpg,/car-for-sale/235137/used-2017-honda-br-v-v-johor/,"RM 57,900",Used,"80,000 - 84,999 km",1.5L,Automatic,MPV,Johor
Honda,https://www.oto.my/upload/image/2024/06/19/235129/s4-139205456.jpg,/car-for-sale/235129/used-2019-honda-civic-tc-selangor/,"RM 99,900",Used,"70,000 - 74,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/19/235123/s4-137637355.jpg,/car-for-sale/235123/used-2020-honda-civic-tc-p-selangor/,"RM 115,900",Used,"75,000 - 79,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/18/235095/s4-139070384.jpg,/car-for-sale/235095/used-2020-honda-civic-tc-p-selangor/,"RM 113,900",Used,"90,000 - 94,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/18/235087/s4-139089175.jpg,/car-for-sale/235087/used-2022-honda-city-e-selangor/,"RM 80,900",Used,"20,000 - 24,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/17/235083/s4-138310647.jpg,/car-for-sale/235083/used-2020-honda-civic-tc-p-selangor/,"RM 113,900",Used,"90,000 - 94,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/17/235082/s4-138496585.jpg,/car-for-sale/235082/used-2022-honda-city-v-selangor/,"RM 82,900",Used,"45,000 - 49,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/15/235072/s4-138055913.jpg,/car-for-sale/235072/used-2022-honda-city-i-vtec-s-johor/,"RM 74,900",Used,"50,000 - 54,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/06/14/235036/s4-138455082.jpg,/car-for-sale/235036/used-2020-honda-civic-tc-p-selangor/,"RM 117,900",Used,"60,000 - 64,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/12/234994/s4-136767973.jpg,/car-for-sale/234994/used-2020-honda-city-i-vtec-s-selangor/,"RM 65,900",Used,"75,000 - 79,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/10/234943/s4-136601690.jpg,/car-for-sale/234943/used-2020-honda-civic-s-selangor/,"RM 93,900",Used,"85,000 - 89,999 km",1.8L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/06/07/234925/s4-136364454.jpg,/car-for-sale/234925/used-2022-honda-city-e-johor/,"RM 79,900",Used,"50,000 - 54,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/06/07/234919/s4-136260094.jpg,/car-for-sale/234919/used-2016-honda-jazz-e-johor/,"RM 54,900",Used,"90,000 - 94,999 km",1.5L,Automatic,Hatchback,Johor
Honda,https://www.oto.my/upload/image/2024/06/04/234859/s4-135376879.jpg,/car-for-sale/234859/used-2018-honda-cr-v-tc-p-2wd-selangor/,"RM 110,900",Used,"95,000 - 99,999 km",1.5L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/05/31/234793/s4-134434639.jpg,/car-for-sale/234793/used-2016-honda-jazz-v-johor/,"RM 61,900",Used,"85,000 - 89,999 km",1.5L,Automatic,Hatchback,Johor
Honda,https://www.oto.my/upload/image/2024/05/31/234792/s4-134534203.jpg,/car-for-sale/234792/used-2020-honda-civic-tc-p-selangor/,"RM 115,900",Used,"95,000 - 99,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/05/31/234780/s4-134387355.jpg,/car-for-sale/234780/used-2019-honda-br-v-v-selangor/,"RM 65,900",Used,"80,000 - 84,999 km",1.5L,Automatic,MPV,Selangor
Honda,https://www.oto.my/upload/image/2024/05/31/234776/s4-134441897.jpg,/car-for-sale/234776/used-2017-honda-civic-i-vtec-johor/,"RM 80,900",Used,"40,000 - 44,999 km",1.8L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/05/28/234715/s4-134037285.jpg,/car-for-sale/234715/used-2022-honda-civic-v-johor/,"RM 127,900",Used,"30,000 - 34,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/05/27/234680/s4-133502090.jpg,/car-for-sale/234680/used-2022-honda-city-e-selangor/,"RM 79,900",Used,"35,000 - 39,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/05/27/234669/s4-133090631.jpg,/car-for-sale/234669/used-2020-honda-civic-s-selangor/,"RM 93,900",Used,"80,000 - 84,999 km",1.8L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/05/25/234660/s4-133302379.jpg,/car-for-sale/234660/used-2022-honda-city-e-selangor/,"RM 79,900",Used,"35,000 - 39,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/05/24/234650/s4-132814260.jpg,/car-for-sale/234650/used-2022-honda-civic-s-pulau-pinang/,"RM 102,900",Used,"50,000 - 54,999 km",1.8L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/05/23/234623/s4-132880464.jpg,/car-for-sale/234623/used-2021-honda-cr-v-2wd-selangor/,"RM 125,900",Used,"70,000 - 74,999 km",2.0L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/05/18/234565/s4-131430120.jpg,/car-for-sale/234565/used-2020-honda-civic-tc-p-pulau-pinang/,"RM 115,900",Used,"70,000 - 74,999 km",1.5L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/05/17/234534/s4-130791368.jpg,/car-for-sale/234534/used-2020-honda-jazz-e-selangor/,"RM 74,900",Used,"70,000 - 74,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/05/17/234532/s4-130964265.jpg,/car-for-sale/234532/used-2022-honda-civic-v-selangor/,"RM 123,900",Used,"50,000 - 54,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/05/16/234523/s4-130650941.jpg,/car-for-sale/234523/used-2019-honda-civic-s-johor/,"RM 88,900",Used,"50,000 - 54,999 km",1.8L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/05/08/234371/s4-128614375.jpg,/car-for-sale/234371/used-2017-honda-civic-i-vtec-selangor/,"RM 80,900",Used,"95,000 - 99,999 km",1.8L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/05/08/234346/s4-128742633.jpg,/car-for-sale/234346/used-2022-honda-city-i-vtec-e-selangor/,"RM 78,900",Used,"25,000 - 29,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/05/06/234310/s4-128070401.jpg,/car-for-sale/234310/used-2022-honda-city-e-johor/,"RM 78,900",Used,"20,000 - 24,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/04/30/234164/s4-127186797.jpg,/car-for-sale/234164/used-2021-honda-civic-s-selangor/,"RM 100,900",Used,"40,000 - 44,999 km",1.8L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/02/29/232999/s4-20240229160906-2858-3033.jpg,/car-for-sale/232999/used-2015-honda-hr-v-1.8-v-selangor/,"RM 52,800",Used,"85,000 - 89,999 km",1.8L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2023/10/02/231258/s4-20231002111526-4195-6221.jpg,/car-for-sale/231258/new-2023-honda-hr-v-1.5-kuala-lumpur/,"RM 89,900",New,Brand New Car,1.5L,Automatic,SUV,Kuala Lumpur
Honda,https://www.oto.my/upload/image/2023/08/25/231112/s4-20230825130308-6482-6595.jpg,/car-for-sale/231112/used-2014-honda-city-1.5-i-vtec-kuala-lumpur/,"RM 38,800",Used,"140,000 - 149,999 km",1.5L,Automatic,Sedan,Kuala Lumpur
Honda,https://www.oto.my/upload/image/2023/08/24/231102/s4-20230824093902-8451-5069.jpg,/car-for-sale/231102/new-2023-honda-city-1.5-i-vtec-kuala-lumpur/,"RM 85,900",New,Brand New Car,1.5L,Automatic,Sedan,Kuala Lumpur
Honda,https://www.oto.my/upload/image/2023/08/18/231073/s4-20230818005411-6452-9718.jpg,/car-for-sale/231073/new-2023-honda-city-1.5-kuala-lumpur/,"RM 84,900",New,Brand New Car,1.5L,Automatic,Sedan,Kuala Lumpur
Honda,https://www.oto.my/upload/image/2023/07/17/230904/s4-20230717005354-6569-5293.jpg,/car-for-sale/230904/new-2024-honda-city-v-kuala-lumpur/,"RM 89,900",New,Brand New Car,1.5L,Automatic,SUV,Kuala Lumpur
Honda,https://www.oto.my/upload/image/2023/02/28/230243/s4-20230228103230-8154-5969.jpg,/car-for-sale/230243/new-2023-honda-civic-1.5-kuala-lumpur/,"RM 131,900",New,Brand New Car,1.5L,Automatic,Sedan,Kuala Lumpur
Honda,https://www.oto.my/upload/image/2023/02/28/230242/s4-20230228102730-6681-4968.jpg,/car-for-sale/230242/new-2023-honda-hr-v-1.5-kuala-lumpur/,"RM 115,900",New,Brand New Car,1.5L,Automatic,SUV,Kuala Lumpur
Honda,https://www.oto.my/upload/image/2022/02/07/227813/s4-20220207154139-8342-8748.jpg,/car-for-sale/227813/new-2023-honda-city-1.5-i-vtec-kuala-lumpur/,"RM 76,900",New,Brand New Car,1.5L,Automatic,Hatchback,Kuala Lumpur
Proton,https://www.oto.my/upload/image/2024/07/29/235942/s4-148089315.jpg,/car-for-sale/235942/used-2022-proton-persona-premium-selangor/,"RM 48,800",Used,"25,000 - 29,999 km",1.6L,Automatic,Sedan,Selangor
Proton,https://www.oto.my/upload/image/2024/07/29/235941/s4-147198675.jpg,/car-for-sale/235941/used-2017-proton-exora-fl-johor/,"RM 32,800",Used,"75,000 - 79,999 km",1.6L,Automatic,MPV,Johor
Proton,https://www.oto.my/upload/image/2024/07/29/235939/s4-149681677.jpg,/car-for-sale/235939/used-2022-proton-x50-t-premium-johor/,"RM 81,800",Used,"45,000 - 49,999 km",1.5L,Automatic,SUV,Johor
Proton,https://www.oto.my/upload/image/2024/07/27/235937/s4-147454427.jpg,/car-for-sale/235937/used-2017-proton-persona-premium-selangor/,"RM 30,800",Used,"85,000 - 89,999 km",1.6L,Automatic,Sedan,Selangor
Proton,https://www.oto.my/upload/image/2024/07/27/235934/s4-149279178.jpg,/car-for-sale/235934/used-2021-proton-x70-tgdi-premium-2wd-selangor/,"RM 79,800",Used,"85,000 - 89,999 km",1.8L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/27/235930/s4-147117219.jpg,/car-for-sale/235930/used-2020-proton-x70-tgdi-premium-2wd-selangor/,"RM 78,800",Used,"85,000 - 89,999 km",1.8L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/27/235927/s4-149470063.jpg,/car-for-sale/235927/used-2023-proton-iriz-executive-selangor/,"RM 46,800",Used,"5,000 - 9,999 km",1.6L,Automatic,Hatchback,Selangor
Proton,https://www.oto.my/upload/image/2024/07/27/235920/s4-149060037.jpg,/car-for-sale/235920/used-2021-proton-iriz-active-johor/,"RM 45,800",Used,"65,000 - 69,999 km",1.6L,Automatic,Hatchback,Johor
Proton,https://www.oto.my/upload/image/2024/07/27/235919/s4-149144196.jpg,/car-for-sale/235919/used-2022-proton-x50-t-premium-johor/,"RM 83,800",Used,"35,000 - 39,999 km",1.5L,Automatic,SUV,Johor
Proton,https://www.oto.my/upload/image/2024/07/27/235915/s4-149061019.jpg,/car-for-sale/235915/used-2020-proton-persona-standard-pulau-pinang/,"RM 33,800",Used,"95,000 - 99,999 km",1.6L,Automatic,Sedan,Pulau Pinang
Proton,https://www.oto.my/upload/image/2024/07/27/235908/s4-149081223.jpg,/car-for-sale/235908/used-2022-proton-x70-tgdi-premium-2wd-selangor/,"RM 92,800",Used,"25,000 - 29,999 km",1.8L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/26/235898/s4-148827130.jpg,/car-for-sale/235898/used-2021-proton-x70-tgdi-premium-2wd-selangor/,"RM 81,800",Used,"45,000 - 49,999 km",1.8L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/26/235895/s4-147740539.jpg,/car-for-sale/235895/used-2019-proton-iriz-premium-selangor/,"RM 37,800",Used,"90,000 - 94,999 km",1.6L,Automatic,Hatchback,Selangor
Proton,https://www.oto.my/upload/image/2024/07/26/235891/s4-149075558.jpg,/car-for-sale/235891/used-2020-proton-x70-tgdi-premium-x-2wd-selangor/,"RM 84,800",Used,"50,000 - 54,999 km",1.8L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/25/235889/s4-147423121.jpg,/car-for-sale/235889/used-2021-proton-iriz-premium-selangor/,"RM 42,800",Used,"75,000 - 79,999 km",1.6L,Automatic,Hatchback,Selangor
Proton,https://www.oto.my/upload/image/2024/07/25/235887/s4-148377789.jpg,/car-for-sale/235887/used-2020-proton-x70-tgdi-premium-2wd-selangor/,"RM 77,800",Used,"65,000 - 69,999 km",1.8L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/25/235881/s4-146902677.jpg,/car-for-sale/235881/used-2021-proton-x50-t-premium-selangor/,"RM 81,800",Used,"65,000 - 69,999 km",1.5L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/25/235879/s4-148060986.jpg,/car-for-sale/235879/used-2021-proton-x70-tgdi-premium-2wd-selangor/,"RM 82,800",Used,"50,000 - 54,999 km",1.8L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/25/235868/s4-148349825.jpg,/car-for-sale/235868/used-2022-proton-iriz-executive-selangor/,"RM 44,800",Used,"40,000 - 44,999 km",1.6L,Automatic,Hatchback,Selangor
Proton,https://www.oto.my/upload/image/2024/07/24/235862/s4-148361763.jpg,/car-for-sale/235862/used-2023-proton-saga-premium-s-pulau-pinang/,"RM 42,800",Used,"20,000 - 24,999 km",1.3L,Automatic,Sedan,Pulau Pinang
Proton,https://www.oto.my/upload/image/2024/07/24/235861/s4-148198844.jpg,/car-for-sale/235861/used-2022-proton-x50-t-premium-selangor/,"RM 80,800",Used,"65,000 - 69,999 km",1.5L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/23/235845/s4-148251433.jpg,/car-for-sale/235845/used-2023-proton-saga-premium-johor/,"RM 39,800",Used,"15,000 - 19,999 km",1.3L,Automatic,Sedan,Johor
Proton,https://www.oto.my/upload/image/2024/07/23/235843/s4-147746159.jpg,/car-for-sale/235843/used-2021-proton-iriz-r3-selangor/,"RM 47,800",Used,"15,000 - 19,999 km",1.6L,Automatic,Hatchback,Selangor
Proton,https://www.oto.my/upload/image/2024/07/23/235842/s4-145503231.jpg,/car-for-sale/235842/used-2022-proton-iriz-standard-pulau-pinang/,"RM 38,800",Used,"50,000 - 54,999 km",1.3L,Automatic,Hatchback,Pulau Pinang
Proton,https://www.oto.my/upload/image/2024/07/23/235841/s4-147661754.jpg,/car-for-sale/235841/used-2020-proton-x50-t-executive-pulau-pinang/,"RM 69,800",Used,"40,000 - 44,999 km",1.5L,Automatic,SUV,Pulau Pinang
Proton,https://www.oto.my/upload/image/2024/07/23/235840/s4-148249517.jpg,/car-for-sale/235840/used-2021-proton-x50-t-executive-pulau-pinang/,"RM 70,800",Used,"60,000 - 64,999 km",1.5L,Automatic,SUV,Pulau Pinang
Proton,https://www.oto.my/upload/image/2024/07/23/235838/s4-148063286.jpg,/car-for-sale/235838/used-2020-proton-x70-tgdi-premium-2wd-johor/,"RM 78,800",Used,"45,000 - 49,999 km",1.8L,Automatic,SUV,Johor
Proton,https://www.oto.my/upload/image/2024/07/22/235820/s4-148245531.jpg,/car-for-sale/235820/used-2024-proton-saga-premium-s-johor/,"RM 43,800",Used,"5,000 - 9,999 km",1.3L,Automatic,Sedan,Johor
Proton,https://www.oto.my/upload/image/2024/07/22/235819/s4-146842674.jpg,/car-for-sale/235819/used-2021-proton-x50-t-executive-johor/,"RM 68,800",Used,"90,000 - 94,999 km",1.5L,Automatic,SUV,Johor
Proton,https://www.oto.my/upload/image/2024/07/22/235818/s4-146717021.jpg,/car-for-sale/235818/used-2020-proton-x70-tgdi-premium-2wd-johor/,"RM 79,800",Used,"50,000 - 54,999 km",1.8L,Automatic,SUV,Johor
Proton,https://www.oto.my/upload/image/2024/07/22/235815/s4-147194974.jpg,/car-for-sale/235815/used-2020-proton-x70-tgdi-executive-2wd-johor/,"RM 71,800",Used,"65,000 - 69,999 km",1.8L,Automatic,SUV,Johor
Proton,https://www.oto.my/upload/image/2024/07/22/235813/s4-148192691.jpg,/car-for-sale/235813/used-2021-proton-iriz-active-selangor/,"RM 47,800",Used,"55,000 - 59,999 km",1.6L,Automatic,Hatchback,Selangor
Proton,https://www.oto.my/upload/image/2024/07/22/235812/s4-147736592.jpg,/car-for-sale/235812/used-2021-proton-x50-t-premium-selangor/,"RM 81,800",Used,"50,000 - 54,999 km",1.5L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/22/235811/s4-145348387.jpg,/car-for-sale/235811/used-2022-proton-saga-premium-s-pulau-pinang/,"RM 41,800",Used,"10,000 - 14,999 km",1.3L,Automatic,Sedan,Pulau Pinang
Proton,https://www.oto.my/upload/image/2024/07/22/235804/s4-147170447.jpg,/car-for-sale/235804/used-2021-proton-x50-t-executive-selangor/,"RM 73,800",Used,"70,000 - 74,999 km",1.5L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/22/235797/s4-144636993.jpg,/car-for-sale/235797/used-2017-proton-persona-standard-selangor/,"RM 30,900",Used,"90,000 - 94,999 km",1.6L,Automatic,Sedan,Selangor
Proton,https://www.oto.my/upload/image/2024/07/20/235795/s4-146729156.jpg,/car-for-sale/235795/used-2021-proton-x50-t-premium-selangor/,"RM 83,800",Used,"20,000 - 24,999 km",1.5L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/20/235790/s4-146330278.jpg,/car-for-sale/235790/used-2021-proton-iriz-r3-johor/,"RM 46,800",Used,"30,000 - 34,999 km",1.6L,Automatic,Hatchback,Johor
Proton,https://www.oto.my/upload/image/2024/07/20/235787/s4-147311236.jpg,/car-for-sale/235787/used-2021-proton-x50-t-executive-johor/,"RM 72,800",Used,"65,000 - 69,999 km",1.5L,Automatic,SUV,Johor
Proton,https://www.oto.my/upload/image/2024/07/20/235782/s4-147197801.jpg,/car-for-sale/235782/used-2022-proton-x50-t-premium-selangor/,"RM 84,800",Used,"45,000 - 49,999 km",1.5L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/20/235780/s4-147078767.jpg,/car-for-sale/235780/used-2023-proton-saga-standard-johor/,"RM 35,800",Used,"35,000 - 39,999 km",1.3L,Automatic,Sedan,Johor
Proton,https://www.oto.my/upload/image/2024/07/19/235775/s4-146623128.jpg,/car-for-sale/235775/used-2019-proton-iriz-premium-selangor/,"RM 37,800",Used,"60,000 - 64,999 km",1.6L,Automatic,Hatchback,Selangor
Proton,https://www.oto.my/upload/image/2024/07/19/235761/s4-147410913.jpg,/car-for-sale/235761/used-2022-proton-saga-premium-negeri-sembilan/,"RM 38,800",Used,"15,000 - 19,999 km",1.3L,Automatic,Sedan,Negeri Sembilan
Proton,https://www.oto.my/upload/image/2024/07/19/235759/s4-147168833.jpg,/car-for-sale/235759/used-2023-proton-x50-t-executive-pulau-pinang/,"RM 82,800",Used,"5,000 - 9,999 km",1.5L,Automatic,SUV,Pulau Pinang
Proton,https://www.oto.my/upload/image/2024/07/19/235758/s4-147398354.jpg,/car-for-sale/235758/used-2019-proton-iriz-executive-negeri-sembilan/,"RM 34,800",Used,"65,000 - 69,999 km",1.6L,Automatic,Hatchback,Negeri Sembilan
Proton,https://www.oto.my/upload/image/2024/07/19/235756/s4-146612667.jpg,/car-for-sale/235756/used-2022-proton-saga-standard-selangor/,"RM 36,800",Used,"5,000 - 9,999 km",1.3L,Automatic,Sedan,Selangor
Proton,https://www.oto.my/upload/image/2024/07/19/235754/s4-146960705.jpg,/car-for-sale/235754/used-2020-proton-x70-tgdi-premium-2wd-selangor/,"RM 79,800",Used,"65,000 - 69,999 km",1.8L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/19/235751/s4-147230869.jpg,/car-for-sale/235751/used-2022-proton-x50-t-executive-selangor/,"RM 78,800",Used,"10,000 - 14,999 km",1.5L,Automatic,SUV,Selangor
Proton,https://www.oto.my/upload/image/2024/07/18/235730/s4-146291544.jpg,/car-for-sale/235730/used-2020-proton-x70-tgdi-premium-2wd-selangor/,"RM 79,800",Used,"85,000 - 89,999 km",1.8L,Automatic,SUV,Selangor
